CandidateId,len,year_median,year_last
671253,1,1991,1991
671258,1,2006,2006
671259,1,2000,2000
671264,1,2001,2001
671290,1,1997,1997
671296,1,1996,1996
671300,2,2012,2012
671309,1,1996,1996
671318,1,2006,2006
671333,1,2001,2001
671337,1,2008,2008
671344,1,2003,2003
671358,1,1997,1997
671362,1,1989,1989
671369,1,1991,1991
671374,1,1992,1992
673660,1,1996,1996
673663,2,2002,2002
673665,1,1999,1999
673667,1,-1,-1
677456,1,2004,2004
677462,1,1996,1996
678426,3,1998,1998
680341,1,1994,1994
680366,1,1991,1991
680371,1,1991,1991
680374,1,1997,1997
680410,2,2012,2012
680416,1,2001,2001
680421,1,1991,1991
680434,1,1992,1992
682192,1,1990,1990
682221,1,2007,2007
686465,1,1986,1986
686466,2,2008,2008
686472,1,1989,1989
688062,1,1996,1996
688079,1,2005,2005
688103,1,1997,1997
688114,1,2005,2005
688120,1,2003,2003
688127,1,1994,1994
688129,1,2009,2009
688134,1,1992,1992
688144,1,1989,1989
688161,1,1996,1996
688162,4,1993,1990
689296,1,2009,2009
692149,1,1996,1996
692151,1,2013,2013
694315,1,1998,1998
695048,1,1997,1997
701717,1,2002,2002
706061,1,1998,1998
708049,1,2003,2003
708058,1,2004,2004
708064,1,1994,1994
708067,2,1998,1998
708073,1,2008,2008
708080,1,1995,1995
708083,1,1983,1983
708101,2,2014,2014
708153,2,2018,2018
712009,1,1992,1992
716231,1,1988,1988
716235,1,1989,1989
716975,1,2004,2004
717016,1,1991,1991
717048,1,1987,1987
717071,1,1999,1999
717080,2,2001,2001
717086,1,1995,1995
719055,1,1994,1994
720843,1,1991,1991
720862,1,1995,1995
720875,1,2001,2001
720882,1,2008,2008
720895,2,2018,2018
720902,1,1990,1990
720905,1,2002,2002
720910,1,2002,2002
720918,1,2006,2006
720921,1,1990,1990
720924,1,2004,2004
720927,1,1994,1994
720934,1,1990,1990
720977,1,1996,1996
720983,1,2009,2009
720996,1,1998,1998
721009,1,2001,2001
725609,2,1996,1996
725624,1,1987,1987
725644,1,2007,2007
725648,1,1997,1997
725653,1,1993,1993
725664,2,1989,1989
728638,1,1984,1984
728643,1,1987,1987
728662,1,2006,2006
728664,1,2006,2006
728669,1,2011,2011
728672,1,2014,2014
728675,1,2013,2013
731987,1,2004,2004
732019,1,1991,1991
732029,1,1984,1984
732031,1,2015,2015
735974,1,2010,2010
735980,1,2004,2004
736023,1,1991,1991
736027,1,1992,1992
736035,1,2003,2003
738442,1,1996,1996
738462,1,-1,-1
739076,1,2013,2013
739078,1,1985,1985
739082,1,1997,1997
739093,2,1992,1992
739141,1,1989,1989
739145,1,2007,2007
739201,2,2002,2002
739207,1,1998,1998
739210,1,2005,2005
739248,2,2016,2003
739589,1,2013,2013
739610,1,2010,2010
739624,1,1989,1989
739635,1,1996,1996
739659,2,2003,-1
739684,3,1987,1987
739735,1,1980,1980
739747,1,2010,2010
739827,1,1985,1985
739845,1,1988,1988
739850,1,1984,1984
739863,1,2007,2007
739939,1,1994,1994
739943,1,2004,2004
739957,1,1986,1986
739966,1,1990,1990
739974,1,1988,1988
740022,1,1985,1985
740028,1,1994,1994
740034,2,2010,2006
740042,1,1997,1997
740050,1,1994,1994
740059,1,1985,1985
740076,1,1982,1982
740082,1,1987,1987
740095,1,1983,1983
740117,1,2001,2001
740123,1,1998,1998
740134,3,1983,1983
740142,1,2015,2015
740267,2,1995,1995
740273,1,1987,1987
740276,1,1985,1985
740308,1,1985,1985
740334,1,-1,-1
740394,1,1998,1998
740412,1,1988,1988
740417,2,1998,1998
741844,1,1987,1987
742065,3,2012,2012
743623,2,2017,2021
743995,3,1999,1999
744581,3,1990,1990
746111,1,1990,1990
746130,1,1991,1991
746132,1,2010,2010
746134,1,2009,2009
746143,1,1990,1990
746199,1,2016,2016
747424,1,2005,2005
747436,1,1998,1998
747549,2,1987,1987
747556,1,2012,2012
747600,2,2001,1996
747664,2,1993,1993
747674,1,1989,1989
747678,4,1990,1990
747685,1,1989,1989
747700,2,2002,1997
747801,1,1991,1991
748264,4,2009,2009
748996,2,1989,1983
749382,1,2006,2006
750010,1,2002,2002
750956,2,1994,1994
751650,7,2000,2000
752051,2,2013,2013
752732,2,2008,2009
752825,2,2015,2015
754743,2,2001,1996
754745,1,1989,1989
754753,2,2001,2001
754763,1,1986,1986
754770,1,1990,1990
754775,1,2001,2001
754776,2,2008,2008
754779,1,1987,1987
754780,1,1990,1990
754783,2,1997,1997
754792,1,2004,2004
754794,1,1987,1987
754797,2,2008,2008
756828,2,2007,2007
757019,1,2015,2015
758275,5,2000,1998
760332,3,1991,1991
760398,4,1998,1998
760513,6,-1,-1
762098,4,2001,2001
762381,3,1986,1986
762520,11,1996,1997
762544,2,1995,1995
762878,1,1999,1999
763335,1,1980,1980
765218,1,1997,1997
765228,1,2001,2001
765541,1,-1,-1
766642,2,1978,1978
767700,2,1979,1979
768157,2,1980,1980
770156,2,2001,2022
771234,1,2006,2006
771833,3,2014,2014
771885,1,2013,2013
773059,1,1988,1988
773062,1,1999,1999
773065,2,2008,2003
774083,1,1995,1995
774558,2,1988,1988
774711,4,1997,1997
775250,2,1978,1978
775281,1,1989,1989
775287,1,2008,2008
775565,2,2012,2012
775601,2,2001,2001
775848,4,2012,2011
776559,1,2006,2006
776603,2,1992,1992
777190,2,1990,1990
779560,6,1997,1985
779763,4,1996,1996
784227,2,1986,1986
784666,2,1985,1987
784741,1,1994,1994
785284,4,1987,1987
785532,1,2008,2008
785826,1,1987,1987
788478,4,1995,1995
788772,1,2013,2013
790115,5,2017,2019
790291,3,1995,1995
791206,1,2001,2001
792871,3,1994,1994
794042,1,2000,2000
796375,3,1990,1990
797768,3,2005,1991
797879,4,2009,2010
798694,2,2012,2012
799298,2,1995,1996
799530,3,2007,2007
799537,2,-1,-1
799629,1,1988,1988
800850,1,2003,2003
802480,1,1984,1984
802547,2,1994,1998
803189,1,2002,2002
803390,5,2018,2018
803412,7,2014,2014
805521,4,2010,2010
805621,1,2008,2008
806887,9,2011,2003
807347,2,1992,1992
807679,3,1986,1986
808085,4,1990,1990
808114,3,1980,1982
808184,1,2002,2002
808662,1,1996,1996
808889,2,2012,2012
816828,1,2007,2007
817163,2,2009,2009
819000,3,2009,2009
819542,2,2015,2015
819717,2,2014,2014
819780,4,2001,2001
820583,1,1993,1993
821737,3,1993,1993
822250,1,1989,1989
824038,2,1986,1986
824569,3,1984,1986
825210,3,2000,2000
826188,2,2006,2006
828336,2,2005,2005
829135,3,1991,1991
829156,1,1989,1989
830358,5,1984,1984
831113,5,1990,2000
831252,1,-1,-1
831646,6,2002,2002
831757,4,1999,1999
831968,3,1980,1980
832831,1,1993,1993
832945,2,2002,2002
833330,2,1988,1988
836768,1,1997,1997
837786,2,1993,1993
837931,5,2017,2017
838325,4,1988,1988
838349,2,2008,2009
838812,9,1992,1992
839268,3,2007,2007
840477,1,1980,1980
842927,1,2004,2004
843415,2,1994,1994
843473,2,2011,2011
843674,1,2009,2009
843931,1,2003,2003
844105,3,2010,2008
844367,5,1992,1992
844671,2,2003,2004
844972,5,1988,1988
846523,2,2013,2013
848246,1,2001,2001
848342,1,1993,1993
849422,3,2010,2010
849799,2,2010,2010
850605,2,1990,1990
850671,8,2017,1999
851722,1,1988,1988
852234,3,2010,2009
852269,1,2007,2007
852703,5,2008,2003
853157,3,1989,1989
853269,4,1985,1985
855771,1,2009,2009
856376,2,2006,2006
857251,3,1986,1986
857279,4,2012,2012
857881,2,2009,2004
859746,4,2008,2008
860873,2,1988,1988
868169,2,2002,2002
869089,2,1986,1986
870957,3,2000,2016
872018,2,2009,2009
873192,2,1998,-1
874304,1,1994,1994
874554,1,2013,2013
875312,6,1993,1994
875623,4,1978,1981
876421,2,1981,1981
878910,2,1985,1975
879180,1,2000,2000
880248,2,1991,1991
890087,3,1991,1991
890110,2,1989,1989
892558,2,1986,1986
893984,5,2011,2011
895640,3,2004,2004
899402,3,2001,2001
899818,2,2011,2011
901737,2,1978,1978
902098,5,1990,1990
902895,2,2000,2004
906915,2,2008,2008
906943,2,1990,1990
907088,2,1985,1985
909008,2,2009,2009
909592,3,1991,1991
912457,4,1992,1992
913895,1,2002,2002
916212,4,1981,1981
916224,5,2011,2011
916306,3,2001,2001
916369,7,2000,2001
916900,2,1989,1989
917595,3,2003,2003
917758,1,2008,2008
918172,1,1980,1980
919710,1,2006,2006
921035,4,2008,2008
921058,2,1979,1981
924115,3,2009,2009
926006,16,2008,2001
926653,3,1980,1986
927361,2,2003,2003
930665,2,2019,2019
930981,1,2009,2009
931120,2,2018,2012
931130,1,2015,2015
931394,1,1997,1997
931649,2,2015,2015
931719,2,1993,1993
933447,1,2017,2017
935360,3,1991,1991
935664,2,2001,2001
935672,2,1987,1987
935733,1,1991,1991
935752,2,2015,2015
937933,2,-1,-1
940039,2,1987,1987
940132,1,2008,2008
940175,1,2011,2011
941863,2,2018,2013
942024,3,1998,1998
942462,2,1999,1999
942566,3,1991,1991
942675,2,1984,1979
943078,1,2009,2009
943344,4,2004,2004
946541,1,2008,2008
947372,1,1995,1995
947386,3,2012,2012
948667,1,2009,2009
954380,2,2017,2014
954848,3,2004,2004
954871,1,1999,1999
954912,1,2018,2018
955353,1,2002,2002
955954,1,2012,2012
955979,1,2001,2001
956148,4,1985,1985
958501,4,2016,2016
960513,2,2009,2009
960684,2,1998,1998
962556,2,1987,1987
962634,12,1990,1986
964025,1,2007,2007
964056,1,2007,2007
964067,3,2007,2007
965627,1,1980,1980
966052,6,1987,1987
966392,4,2013,2013
967536,1,2001,2001
967562,1,2013,2013
967737,3,2008,2008
969236,4,1991,1991
969263,2,2010,2010
969425,1,2014,2014
970997,2,1986,1986
971663,1,2013,2013
971742,3,1994,1994
972067,1,2015,2015
972124,1,2000,2000
975141,1,1996,1996
975352,2,1978,1978
976375,2,2013,2013
976386,1,2013,2013
976399,1,1985,1985
976498,1,2011,2011
976572,2,2016,2015
976640,4,1992,1992
979854,2,1990,1990
980180,1,2013,2013
980236,2,2014,2014
981570,2,1977,1977
981585,2,2016,2015
982068,2,1993,1993
983435,1,2011,2011
983642,1,2007,2007
984677,1,1987,1987
986468,8,1985,1985
986927,1,1998,1998
988174,1,2008,2008
988536,1,2001,2001
988691,1,2011,2011
988843,7,1988,1988
989934,2,1986,1986
990477,1,2012,2012
990693,2,2000,2000
990893,10,2002,2016
991247,2,1999,1999
992021,2,1999,1999
992249,1,1991,1991
992887,4,2004,2004
992973,1,1983,1983
993106,4,2004,1999
993118,2,1994,1994
999005,1,2001,2001
1000144,4,1990,1990
1002501,1,1988,1988
1006166,2,1999,1999
1006616,2,1994,1995
1007614,2,2004,2004
1008401,1,2005,2005
1008528,3,1980,2014
1008536,2,2005,2005
1008600,1,1990,1990
1008638,2,2016,2012
1008643,1,2002,2002
1010290,1,1982,1982
1010864,2,2016,2016
1010988,1,2013,2013
1011226,1,2011,2011
1011461,3,1985,1985
1012002,1,2012,2012
1012431,4,2007,2007
1012566,2,2000,2000
1012733,11,1994,1993
1013772,4,1987,1989
1014167,2,2003,2003
1014210,1,1993,1993
1014237,1,1993,1993
1014559,3,2013,2013
1014627,2,2009,2009
1014646,2,2005,2005
1015327,2,1979,1979
1015594,3,1994,1994
1015845,3,2018,2005
1015902,1,2003,2003
1017245,2,1994,1994
1017300,2,2000,2000
1017584,3,1988,1988
1018051,6,1992,1983
1018898,1,1999,1999
1019150,2,2017,2010
1019172,2,1986,1986
1019183,1,1988,1988
1019754,3,2018,2018
1020759,2,2001,2001
1020849,1,2008,2008
1022836,1,2000,2000
1023217,1,2009,2009
1023905,1,2008,2008
1024251,2,2016,2016
1024668,4,1996,1996
1024712,1,2002,2002
1024727,2,2010,2012
1025674,4,1998,1998
1025827,3,1984,1984
1027106,2,1999,1999
1027902,2,2015,2015
1027911,2,1993,1993
1027925,5,2010,2010
1027980,1,2010,2010
1028117,4,2005,2005
1028498,5,2012,1999
1028538,4,2016,2007
1028548,2,1994,1994
1030773,2,1990,1990
1032933,2,2015,2015
1033206,2,1993,1993
1033285,1,2017,2017
1033694,1,2000,2000
1033897,3,1990,1990
1034218,2,1988,1988
1034249,1,1988,1988
1034313,1,1994,1994
1034319,2,2014,2014
1034533,1,1999,1999
1035674,2,2015,2015
1035724,5,2000,2000
1036430,1,1984,1984
1036832,3,2001,2001
1037987,3,1995,1991
1038662,4,2001,2001
1039495,2,1997,1997
1039769,2,2004,2004
1039851,2,1971,1971
1039889,2,2010,2011
1039925,3,1996,1996
1039964,3,-1,1998
1042170,2,1980,1980
1042214,1,1997,1997
1042685,1,1996,1996
1042897,5,1990,1990
1043060,1,1991,1991
1044083,5,2002,1985
1044745,2,2008,2008
1044792,2,2015,2015
1045357,1,2005,2005
1045433,1,-1,-1
1047466,1,2016,2016
1047513,3,1998,1998
1047571,2,2004,2004
1049647,3,2009,2009
1049674,2,2004,2014
1049769,4,1986,1986
1049829,1,1987,1987
1049866,1,1996,1996
1049927,2,2004,2004
1049945,2,2011,2011
1052169,1,1997,1997
1052876,1,1985,1985
1053555,7,2001,2001
1053912,3,2004,2004
1054219,2,2008,2008
1054273,1,2010,2010
1055317,3,1997,1997
1055533,1,2005,2005
1055577,1,1997,1997
1055614,2,2012,2015
1057751,2,2018,2018
1057919,4,2000,2000
1061293,1,1998,1998
1061480,1,1983,1983
1061507,1,2012,2012
1061513,2,2002,2002
1061580,5,1989,1989
1063264,2,1986,1987
1064877,5,1991,1991
1064959,2,1997,1983
1066015,1,2003,2003
1066448,2,2005,2005
1066466,2,2000,2000
1066630,1,2010,2010
1066740,5,2016,2004
1066878,3,1983,1983
1067051,2,1996,1996
1067277,2,1994,1994
1067287,1,2008,2008
1067300,2,2003,2003
1067323,2,2001,2006
1068608,2,2007,2007
1071124,1,2011,2011
1071965,9,2004,2004
1072882,1,2000,2000
1072995,1,1985,1985
1073095,1,1991,1991
1075971,1,2016,2016
1076718,1,2016,2016
1076817,3,2005,2005
1077608,6,2018,2018
1079854,3,1997,1997
1079870,4,1987,1987
1081335,3,2011,2021
1081551,2,2009,2009
1081910,3,1993,1993
1081997,1,2000,2000
1082088,1,2010,2010
1082164,1,1993,1993
1082189,2,2010,2010
1082207,1,2015,2015
1082215,1,2001,2001
1082267,1,2001,2001
1082321,1,2016,2016
1085324,3,2012,2012
1085957,1,2012,2012
1086390,3,1996,1998
1087836,1,2002,2002
1090025,1,1988,1988
1090759,2,1994,1994
1091265,2,2013,2013
1096727,2,2011,2012
1098329,4,1986,1986
1098627,2,2003,2003
1100601,2,1991,1991
1101587,2,2005,2006
1102714,1,2019,2019
1103626,2,2010,2010
1103695,4,2016,-1
1103940,3,1997,1997
1104966,1,2004,2004
1105273,2,1993,1993
1106479,4,1984,1984
1107151,1,2017,2017
1107359,3,1994,1993
1107663,4,2002,1999
1107726,1,2014,2014
1107744,2,2003,2006
1111942,2,2008,2008
1111943,1,2015,2015
1111965,1,2013,2013
1112803,2,2008,2008
1113431,2,2008,2008
1114625,5,1990,1994
1114706,2,1982,1982
1114995,2,1993,2011
1115292,1,2004,2004
1117231,1,2011,2011
1117320,1,1999,1999
1118942,3,2001,1994
1121619,1,2013,2013
1122081,2,2013,2013
1123314,1,1992,1992
1123416,3,2005,-1
1123421,2,2009,2009
1123451,1,2008,2008
1124475,1,2018,2018
1127871,1,2009,2009
1128331,1,2000,2000
1128805,4,2003,2003
1130638,3,2000,1998
1130687,3,1993,1993
1132252,1,2009,2009
1132839,2,1991,1991
1132869,2,1993,1993
1132912,4,1992,1992
1133217,7,2016,1978
1133578,1,2001,2001
1133604,1,1986,1986
1133641,4,2005,2005
1133703,2,2006,2006
1133855,1,2002,2002
1133904,2,2010,2010
1134001,19,-1,2019
1136452,1,2011,2011
1140645,1,1988,1988
1140832,3,2003,2003
1141030,1,2001,2001
1142912,1,2009,2009
1146307,1,2017,2017
1147218,1,1987,1987
1148537,1,2015,2015
1148718,1,2002,2002
1149850,1,2019,2019
1150765,4,2007,2007
1152200,2,2006,2006
1152518,1,2012,2012
1152533,4,2011,2011
1152913,6,2001,2010
1152916,3,2004,2004
1152920,4,2003,2000
1153124,2,2015,2015
1154516,1,1992,1992
1154921,3,1999,1999
1155259,2,1995,1995
1159183,3,1991,1991
1164363,2,1997,1997
1168436,1,1984,1984
1168823,2,1985,1985
1169838,5,2011,2008
1170056,5,2003,1998
1171446,2,1990,1990
1174640,2,2011,2005
1174809,3,2009,2009
1175749,3,1994,1994
1177931,3,2008,2009
1179439,2,2007,2007
1179546,14,2009,2009
1179742,5,2013,2013
1179985,1,1988,1988
1180490,1,1999,1999
1181038,5,1996,2014
1181651,5,1989,1989
1184515,3,1995,1995
1185180,2,1986,1986
1185753,1,2007,2007
1187062,2,2009,2009
1187091,2,2022,2022
1187098,1,2001,2001
1187839,1,2014,2014
1187877,1,1989,1989
1187879,2,2011,2011
1187883,3,2008,2008
1190496,1,1998,1998
1190534,1,1997,1997
1190758,2,2018,2013
1191041,2,2017,2017
1191189,1,2012,2012
1191742,3,1987,1987
1193248,2,1984,1984
1194237,1,1978,1978
1205968,2,2012,2015
1207176,2,1990,1990
1219511,1,2012,2012
1221296,3,2001,2001
1221935,2,1981,1981
1222873,2,2008,2008
1223116,3,2012,2012
1224751,1,1985,1985
1225116,1,1997,1997
1226406,1,1993,1993
1229970,4,1995,1995
1230139,3,2008,2002
1231933,9,-1,-1
1235571,1,1985,1985
1240130,1,2001,2001
1240709,2,2008,2008
1240912,15,2000,2000
1241175,2,1995,1995
1241634,1,1984,1984
1248464,3,1987,1987
1248469,2,2013,2007
1248604,1,2008,2008
1249585,1,2008,2008
1250704,2,1987,-1
1252381,1,1980,1980
1253900,2,1989,1990
1254681,3,1987,1987
1255671,6,2003,2003
1255852,1,2008,2008
1258412,2,2013,2013
1258685,3,1981,1981
1258944,8,2008,2008
1259366,1,1997,1997
1260563,1,1982,1982
1262565,5,2007,2007
1263455,1,1994,1994
1263590,3,1984,1984
1266823,2,1985,1985
1268516,1,1996,1996
1268591,1,2013,2013
1268743,2,1985,1985
1268794,1,1996,1996
1268838,1,2001,2001
1270752,3,1992,1991
1271092,4,1982,1982
1271681,2,1996,1996
1276327,2,2016,2014
1276685,2,2009,2009
1277236,5,1999,1999
1280590,1,1997,1997
1280653,2,2004,2004
1284591,8,1978,1977
1285836,1,1988,1988
1285908,3,1991,1991
1286953,1,2006,2006
1288389,3,1988,1988
1288566,1,1987,1987
1289324,1,2014,2014
1292625,1,2001,2001
1293690,5,1989,1989
1295420,2,2002,2012
1295579,1,2012,2012
1298168,1,2002,2002
1299079,1,1984,1984
1300011,3,1995,1995
1300181,1,1991,1991
1304021,2,1990,1990
1304023,1,2004,2004
1304125,3,1986,1986
1304283,5,1984,1982
1304391,2,1986,1986
1306245,1,2008,2008
1309459,1,1989,1989
1309697,3,1987,1987
1315211,1,1988,1988
1319990,3,2016,2016
1322149,2,2019,2019
1324649,2,1988,1988
1326983,7,1983,1983
1327019,5,1990,1990
1328803,1,2004,2004
1328981,1,1983,1983
1329544,3,1995,1995
1333234,3,1999,1999
1335894,3,1987,1989
1336504,2,2017,2017
1339170,6,2002,1981
1339688,9,1995,1995
1340213,1,2002,2002
1344393,2,2000,2005
1353802,3,2001,2000
1355958,3,1992,1992
1356218,2,2014,2014
1358039,1,1992,1992
1359326,1,1997,1997
1360490,2,1978,1978
1361277,3,2005,2005
1362763,2,1985,1985
1362910,1,1983,1983
1362941,3,1989,1989
1365373,1,2003,2003
1365946,6,1986,1986
1366909,2,1988,1989
1366935,3,1992,1992
1370804,3,2011,2011
1371082,2,2002,2002
1371219,3,1985,1985
1371240,3,2012,2012
1371947,5,2008,2008
1372245,1,2000,2000
1374046,3,2000,2000
1376001,3,2008,2008
1376244,2,2013,2013
1378438,4,2006,2006
1379445,3,2003,2003
1379702,2,2005,1998
1381000,2,1986,1986
1381004,2,1984,1984
1383695,4,1987,1986
1383825,2,2003,2003
1383883,1,2012,2012
1383955,4,1994,1994
1384131,1,1988,1988
1384149,1,2016,2016
1385248,2,2002,2002
1385292,3,1988,1988
1385467,1,1989,1989
1386396,3,2004,2004
1386693,2,2016,2016
1388597,2,2012,2007
1388661,2,1978,1978
1388723,3,2016,2024
1388768,7,2018,2007
1388796,1,2005,2005
1388855,2,2008,2011
1389290,1,2010,2010
1389749,3,2001,2001
1390109,4,2013,2014
1390145,2,2007,2007
1390172,4,2003,2003
1391508,1,1985,1985
1391526,2,2014,2014
1391572,1,2017,2017
1391791,1,2005,2005
1392488,1,1985,1985
1392595,1,2014,2014
1393110,1,2018,2018
1393123,1,1994,1994
1393127,2,2013,2013
1395472,2,1984,1980
1396521,1,-1,-1
1397748,1,1999,1999
1398557,3,2014,2014
1398904,3,2011,2011
1398917,2,1992,1992
1398927,3,1991,1992
1399254,1,1994,1994
1400587,1,2008,2008
1402416,2,1985,1985
1402583,3,2006,2006
1403468,5,2008,1997
1405138,4,2011,2011
1405935,4,2009,2009
1409162,4,1993,1993
1409663,1,1997,1997
1409865,1,2007,2007
1409929,1,2006,2006
1409996,1,1983,1983
1410051,1,1989,1989
1410084,3,1986,1986
1410248,1,2017,2017
1411071,2,2013,2013
1411401,4,2009,2009
1412147,1,2005,2005
1412174,3,1987,1987
1412181,1,1978,1978
1412443,1,1977,1977
1412573,1,1989,1989
1413116,3,2016,2015
1415218,1,1998,1998
1417445,2,2000,2000
1418128,1,2011,2011
1418263,1,1984,1984
1418366,3,1988,1988
1418425,1,2016,2016
1418831,1,2013,2013
1418958,7,2011,2006
1419019,1,2006,2006
1419568,4,2019,2015
1422089,1,2008,2008
1422296,1,1986,1986
1422362,2,1993,1993
1423871,1,2003,2003
1423872,1,2003,2003
1423877,1,2014,2014
1426644,2,2001,2001
1427311,1,2004,2004
1427569,1,2015,2015
1427733,3,2007,2007
1430581,1,2010,2010
1430670,1,2010,2010
1430675,1,2012,2012
1431983,1,1994,1994
1432422,3,2000,2000
1433335,1,2014,2014
1433767,1,2016,2016
1433962,5,2000,2000
1434251,3,1998,2000
1437381,1,2019,2019
1437433,2,1985,1985
1437601,1,1997,1997
1438630,1,2012,2012
1439504,1,2008,2008
1439711,2,2014,2014
1439846,2,1980,1980
1439965,1,2012,2012
1443163,3,2015,2014
1443351,2,1997,1997
1443418,1,2009,2009
1443904,1,2015,2015
1443924,1,2014,2014
1446259,1,2009,2009
1447616,1,-1,-1
1447759,1,2010,2010
1448061,5,1985,1985
1448355,2,2021,2021
1449480,2,2017,2017
1449548,4,2020,2020
1451162,1,2018,2018
1451214,1,2009,2009
1452208,1,2001,2001
1452629,3,2001,2021
1452792,3,2016,2016
1453285,2,1991,1991
1456658,1,2002,2002
1456808,1,2013,2013
1456826,1,2015,2015
1458807,3,1998,2012
1460557,1,2014,2014
1461415,3,2007,2007
1463193,2,2000,2000
1463422,2,2014,2014
1463906,3,2010,2010
1464339,1,2001,2001
1466915,2,1983,1983
1467058,1,2016,2016
1468269,4,1977,1977
1470703,1,1989,1989
1471097,1,1991,1991
1471496,2,1994,1994
1471581,2,2016,2014
1471744,2,2016,2016
1471758,1,2019,2019
1472440,1,2015,2015
1474246,6,2003,1991
1475937,2,2002,2002
1479153,1,2013,2013
1480665,2,2008,2008
1482570,2,1983,1983
1491483,1,2012,2012
1495105,2,1981,1981
1497707,1,2006,2006
1499556,1,2013,2013
1499632,1,2006,2006
1499754,1,2013,2013
1499994,1,2005,2005
1501172,1,2016,2016
1501807,1,2006,2006
1503723,2,2015,2015
1508256,3,2009,2009
1508396,2,2016,2016
1510678,1,2013,2013
1514812,2,2012,2012
1515363,2,2004,2004
1516084,1,1997,1997
1516167,1,1984,1984
1519166,3,2010,2010
1519267,1,2010,2010
1522021,7,1998,1998
1523598,2,2003,2004
1524680,1,1995,1995
1524918,1,1994,1994
1524937,1,2020,2020
1525129,2,2015,2015
1525692,1,1982,1982
1526426,1,2007,2007
1529748,2,2016,2016
1529805,1,1983,1983
1529815,5,1985,1985
1529930,1,2004,2004
1531118,1,2000,2000
1531391,2,2005,2005
1533571,2,1990,1990
1535101,3,1996,1996
1537859,1,2015,2015
1539023,1,2009,2009
1540396,2,1993,1993
1542225,3,2018,2018
1542434,1,2004,2004
1542660,4,2007,2000
1543474,1,2008,2008
1544509,3,2011,2011
1544618,1,2013,2013
1544878,1,2008,2008
1544961,4,2012,2012
